TRANS_DATE,DATE,HOUR,SHIP_TO,VOLUME,TRANSACTION_AMT,TRANSACTION_COUNT
3/17/2025,20250317,22,888950,54.385,146.79,9
3/18/2025,20250318,0,888950,8.892,24,1
3/18/2025,20250318,1,888950,30.451,82.19,4
3/18/2025,20250318,2,888950,18.264,67.56,1
3/18/2025,20250318,5,888950,54.635,162.77,6
3/18/2025,20250318,6,888950,35.211,95.04,3
3/18/2025,20250318,7,888950,99.931,291.29,8
3/18/2025,20250318,8,888950,54.796,156.01,6
3/18/2025,20250318,9,888950,45.476,122.74,7
3/18/2025,20250318,10,888950,35.25,95.14,4
3/18/2025,20250318,11,888950,14.079,38,3
3/18/2025,20250318,12,888950,20.297,54.6,3
3/18/2025,20250318,13,888950,14.82,40,2
3/18/2025,20250318,14,888950,36.631,98.87,4
3/18/2025,20250318,15,888950,60.47,181.77,8
3/18/2025,20250318,16,888950,21.686,58.53,2
3/18/2025,20250318,17,888950,13.345,36.02,3
3/18/2025,20250318,18,888950,3.705,10,1
3/18/2025,20250318,19,888950,26.676,72,5
3/18/2025,20250318,20,888950,25.484,78.06,4
3/18/2025,20250318,21,888950,9.767,30,2
3/18/2025,20250318,22,888950,19.051,51.42,2
3/18/2025,20250318,23,888950,6.258,16.89,1
3/19/2025,20250319,1,888950,22.23,60,1
3/19/2025,20250319,3,888950,7.84,29,1
3/19/2025,20250319,4,888950,7.41,20,1
3/19/2025,20250319,5,888950,17.181,46.37,4
3/19/2025,20250319,6,888950,45.371,122.46,6
3/19/2025,20250319,7,888950,46.524,129.33,5
3/19/2025,20250319,8,888950,25.589,77.75,4
3/19/2025,20250319,9,888950,32.116,92.14,4
3/19/2025,20250319,10,888950,14.718,42.5,3
3/19/2025,20250319,11,888950,15.328,44.07,5
